# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "16" "-Q" "0" "-M" "-a" "/mnt/Scripts/SHARE-seq-alignment//gtf/mm10.gencode.gtf" "-t" "gene" "-g" "gene_name" "-o" "example_RNA.mm10.feature.count.txt" "-R" "BAM" "example_RNA.mm10.exon.featureCounts.bam" 
Geneid	Chr	Start	End	Strand	Length	example_RNA.mm10.exon.featureCounts.bam
Olfr1029	chr2	85973895	85978913	+	5019	0
Olfr1030	chr2	85979276	85988294	+	9019	0
Olfr1031	chr2	85990304	85993704	+	3401	0
Olfr1032	chr2	86005540	86009125	+	3586	0
Olfr1033	chr2	86020633	86045171	+	24539	0
Olfr1034	chr2	86045861	86050742	+	4882	0
Olfr1035-ps1	chr2	86046937	86057882	-	10946	0
Olfr1036	chr2	86073992	86077194	+	3203	0
Olfr1037	chr2	86084671	86087385	-	2715	0
Gm13722	chr2	86090336	86093401	-	3066	0
Olfr1038-ps	chr2	86120223	86126356	+	6134	0
Olfr1039	chr2	86127995	86135928	-	7934	0
Olfr1040	chr2	86145791	86146732	-	942	0
Olfr1041-ps1	chr2	86149343	86149613	-	271	0
Olfr1042	chr2	86156743	86161838	-	5096	0
Olfr1043	chr2	86161890	86167522	-	5633	0
Olfr1044	chr2	86168589	86177820	-	9232	0
Olfr52	chr2	86179412	86185683	-	6272	0
Olfr1045	chr2	86195910	86203009	-	7100	0
Olfr1046	chr2	86214987	86219314	-	4328	0
Olfr1047	chr2	86226567	86231401	-	4835	0
Olfr1048	chr2	86233951	86240289	-	6339	0
Olfr1049	chr2	86254357	86258328	-	3972	0
Olfr1050-ps1	chr2	86267879	86268825	-	947	0
Olfr1051	chr2	86273814	86279088	-	5275	0
Olfr1052	chr2	86292455	86299233	+	6779	0
Olfr1053	chr2	86314343	86315284	-	942	0
Gm13719	chr2	86325641	86328569	-	2929	0
Olfr1054	chr2	86332135	86335433	-	3299	0
Gm48554	chr2	86338989	86339184	-	196	0
Olfr1055	chr2	86346624	86350284	-	3661	0
Olfr1056	chr2	86354398	86362469	-	8072	0
Olfr1057	chr2	86372561	86378393	-	5833	0
Olfr1058	chr2	86384760	86388561	-	3802	0
Olfr1059-ps1	chr2	86389032	86389617	-	586	0
Gm20734	chr2	86393760	86393952	-	193	0
Olfr1060-ps1	chr2	86397076	86398018	-	943	0
Olfr1061	chr2	86413109	86414050	-	942	0
Olfr1062	chr2	86420399	86426749	-	6351	0
Olfr1063-ps1	chr2	86434311	86435252	-	942	0
Olfr1064-ps1	chr2	86437902	86438501	-	600	0
Olfr1065	chr2	86443958	86450591	-	6634	0
Olfr1066	chr2	86455328	86456269	-	942	0
Olfr1069-ps1	chr2	86463791	86465075	-	1285	0
Gm48628	chr2	86470521	86471463	-	943	0
Olfr1070-ps1	chr2	86473335	86473722	-	388	0
Olfr228	chr2	86481921	86487386	-	5466	0
Olfr1073-ps1	chr2;chr2	86487927;86488416	86488404;86488796	-;-	859	0
Olfr1075-ps1	chr2	86497406	86497875	+	470	0
Gm5023	chr2	86503661	86504247	+	587	0
Olfr1076	chr2	86508461	86509402	+	942	0
Olfr1077-ps1	chr2	86525028	86528427	-	3400	0
Olfr1078-ps1	chr2	86528891	86530427	-	1537	0
Olfr1079	chr2	86536949	86542480	-	5532	0
Olfr1080	chr2	86552675	86558235	-	5561	0
Olfr1081-ps1	chr2	86567120	86568064	-	945	0
Olfr1082	chr2	86593412	86598966	-	5555	0
Olfr1083-ps	chr2	86606627	86607569	-	943	0
Olfr1084	chr2	86638765	86639725	-	961	0
Olfr1085	chr2	86653665	86662019	-	8355	0
Olfr1086	chr2	86676218	86680092	-	3875	0
Olfr1087	chr2	86687235	86698395	-	11161	0
Olfr1088-ps1	chr2	86704886	86705748	-	863	0
Olfr1089	chr2	86732584	86733701	-	1118	0
Olfr1090	chr2	86752724	86758993	-	6270	0
Olfr1091-ps1	chr2	86775318	86775912	-	595	0
Olfr1092-ps1	chr2	86778503	86778900	+	398	0
Olfr1093	chr2	86782479	86787616	+	5138	0
Olfr141	chr2	86804134	86810018	-	5885	0
Olfr1094	chr2	86824663	86830282	+	5620	0
Olfr1095	chr2	86850770	86851696	-	927	0
Gm13723	chr2	86869011	86874802	-	5792	0
Olfr1097	chr2	86886773	86892216	-	5444	0
Olfr1098	chr2	86920949	86924545	-	3597	0
Gm48002	chr2	86941077	86941200	-	124	0
Olfr1099	chr2	86955126	86960693	-	5568	0
Olfr1100	chr2	86976029	86979954	-	3926	0
Olfr1101	chr2	86986291	86991221	-	4931	0
Olfr1102	chr2	86998398	87003618	+	5221	0
Olfr1103-ps1	chr2	87009938	87010874	-	937	0
Olfr1104	chr2	87020703	87027080	-	6378	0
Olfr1105	chr2	87031260	87036531	-	5272	0
Olfr1106	chr2	87046811	87052273	-	5463	0
Olfr1107	chr2	87068671	87075817	-	7147	0
Olfr1108-ps1	chr2	87083265	87083385	-	121	0
Olfr1109	chr2	87091195	87096008	-	4814	0
Olfr259	chr2	87104578	87114567	-	9990	0
Gm13733	chr2	87123834	87124368	-	535	0
Olfr1110	chr2	87133673	87140300	-	6628	0
Olfr1111	chr2	87149181	87152624	-	3444	0
Nlk-ps1	chr2	87163948	87167315	-	3368	0
Olfr1112	chr2	87187798	87192767	+	4970	0
Gm13730	chr2	87199934	87201395	-	1462	0
Olfr1113	chr2	87208970	87214650	+	5681	0
Olfr1114-ps1	chr2	87226043	87226746	+	704	0
Gm13735	chr2	87236572	87237241	+	670	0
Olfr1115	chr2	87248013	87253868	+	5856	0
Gm27438	chr2	87256795	87256904	-	110	0
Gm13732	chr2	87264915	87265449	+	535	0
Olfr1116	chr2	87267534	87278262	+	10729	0
Gm13728	chr2	87278915	87279314	+	400	0
Olfr1117-ps1	chr2	87283212	87285275	+	2064	0
Gm13729	chr2	87304739	87305144	+	406	0
Olfr1118	chr2	87307581	87313621	+	6041	0
Gm13737	chr2	87323765	87323996	-	232	0
Gm13731	chr2	87333802	87333997	+	196	0
Olfr1119-ps1	chr2	87352839	87353472	+	634	0
Olfr1120	chr2	87354815	87361786	+	6972	0
Olfr1121	chr2	87369895	87373469	+	3575	0
Olfr1122	chr2	87385849	87391930	+	6082	0
Gm1826	chr2	87393483	87394644	+	1162	0
Olfr1123	chr2	87416635	87423211	+	6577	0
Olfr1124	chr2	87430275	87436623	+	6349	0
Olfr1126	chr2	87453962	87458911	+	4950	0
Pramel7	chr2	87489087	87497093	-	8007	0
Pramel6	chr2	87506565	87510872	+	4308	0
Gm13738	chr2	87517032	87517500	-	469	0
Olfr1127-ps1	chr2	87523482	87524373	-	892	0
Gm13736	chr2	87526145	87526397	+	253	0
Olfr153	chr2	87531796	87533053	+	1258	0
Olfr1128	chr2	87544607	87545542	-	936	0
Gm13740	chr2	87546893	87547202	-	310	0
Gm13744	chr2	87559920	87560769	-	850	0
Gm13743	chr2	87562997	87563720	-	724	0
Olfr1129	chr2	87573902	87577259	+	3358	0
Olfr1130	chr2	87606212	87609852	+	3641	0
Olfr1131	chr2	87627104	87630203	+	3100	0
Olfr1132	chr2	87632583	87637535	-	4953	0
Gm13742	chr2	87640337	87640793	-	457	0
Olfr1133	chr2	87645180	87647374	-	2195	0
Olfr1134	chr2	87655673	87658460	-	2788	0
Olfr1135	chr2	87669835	87673664	-	3830	0
Olfr1136	chr2	87692881	87693947	-	1067	0
Olfr1137	chr2	87708873	87713179	-	4307	0
Olfr1138	chr2	87736747	87739978	-	3232	0
Olfr1140	chr2	87743752	87747581	+	3830	0
Olfr1139-ps1	chr2	87745000	87745167	+	168	0
Olfr1141	chr2	87753056	87753991	-	936	0
Olfr152	chr2	87779483	87784572	+	5090	0
Olfr1142-ps1	chr2	87786027	87786831	+	805	0
Olfr1143	chr2	87800592	87804274	+	3683	0
Olfr1144-ps1	chr2	87808344	87808671	-	328	0
Olfr1145	chr2	87809822	87810799	+	978	0
Olfr1146-ps1	chr2	87816534	87817476	+	943	0
Olfr1147-ps1	chr2	87822639	87823551	+	913	0
Olfr1148	chr2	87830533	87835803	+	5271	0
Olfr1149-ps1	chr2	87839742	87840432	+	691	0
Olfr1150-ps1	chr2	87843993	87849541	+	5549	0
Olfr1151	chr2	87855862	87859923	+	4062	0
Olfr1152	chr2	87866492	87874156	+	7665	0
Gm13745	chr2	87871681	87872207	+	527	0
Olfr1153	chr2	87894962	87898310	+	3349	0
Olfr1154	chr2	87901256	87905166	-	3911	0
Olfr1155	chr2	87941645	87945137	-	3493	0
Olfr1156	chr2	87947053	87953100	-	6048	0
Olfr1157	chr2	87958485	87968299	-	9815	0
Olfr74	chr2	87973707	87974663	-	957	0
Olfr1158	chr2	87990113	87991054	+	942	0
Olfr1159-ps1	chr2	87998277	87999189	-	913	0
Olfr1160	chr2	88000927	88008268	-	7342	0
Olfr1161	chr2	88022774	88028252	+	5479	0
Olfr73	chr2	88032288	88037699	-	5412	0
Olfr1162	chr2	88045920	88051129	-	5210	0
Olfr1163	chr2	88069817	88071830	-	2014	0
Olfr1164	chr2	88092855	88093966	-	1112	0
Olfr1165-ps	chr2	88101036	88101985	-	950	0
Olfr1166	chr2	88123360	88128272	-	4913	0
Olfr1167	chr2	88146150	88155193	-	9044	0
Olfr1168	chr2	88181880	88186919	+	5040	0
Olfr1169-ps1	chr2	88197464	88197696	+	233	0
Olfr1170	chr2	88222098	88228334	-	6237	0
Olfr1171-ps1	chr2	88252643	88258690	-	6048	0
Olfr1172-ps1	chr2	88264173	88264364	-	192	0
Olfr1173	chr2	88273040	88279875	-	6836	0
Olfr1174	chr2	88310284	88315135	-	4852	0
Olfr1175	chr2	88318194	88327215	-	9022	0
Olfr1176	chr2	88336721	88342048	+	5328	0
Olfr1177-ps	chr2	88342132	88346492	-	4361	0
Olfr1178	chr2	88387062	88400799	+	13738	0
Olfr1179	chr2	88401859	88406453	-	4595	0
Olfr1180	chr2	88410649	88419151	-	8503	0
Olfr1181	chr2	88420321	88426171	-	5851	0
Olfr1182	chr2	88442814	88449131	-	6318	0
Olfr1183	chr2	88454867	88469199	+	14333	0
Olfr1184	chr2	88483598	88489284	+	5687	0
Olfr1185-ps1	chr2	88493320	88502049	+	8730	0
Olfr1186	chr2	88518551	88526790	+	8240	0
Olfr1187-ps1	chr2	88540114	88540447	-	334	0
Olfr1188	chr2	88556935	88560815	+	3881	0
Gm13758	chr2	88572052	88579744	+	7693	0
Olfr1189	chr2	88586454	88592762	+	6309	0
Gm47581	chr2	88605378	88605502	+	125	0
Olfr475-ps1	chr2	88623305	88624236	+	932	0
Olfr1191-ps1	chr2	88640542	88648438	+	7897	0
Olfr1192-ps1	chr2	88648509	88659772	+	11264	0
Olfr1193	chr2	88675628	88681143	+	5516	0
Olfr1195	chr2	88681455	88689187	-	7733	0
Olfr1196	chr2	88697303	88704597	-	7295	0
Olfr1197	chr2	88726903	88732366	-	5464	0
Olfr1198	chr2	88743970	88751370	-	7401	0
Olfr1199	chr2	88754195	88760469	-	6275	0
Olfr1200	chr2	88763511	88770488	-	6978	0
Olfr1201	chr2	88793036	88796827	+	3792	0
Olfr1202	chr2	88814496	88820711	+	6216	0
Olfr1205	chr2	88829737	88837104	+	7368	0
Olfr1204	chr2	88849292	88857920	+	8629	0
Olfr1206	chr2	88863231	88867753	+	4523	0
Olfr1208	chr2	88895575	88902311	-	6737	0
Olfr1209	chr2	88904942	88915157	-	10216	0
Olfr1211	chr2	88926876	88938111	-	11236	0
Olfr1212	chr2	88953969	88961313	+	7345	0
Olfr1213	chr2	88972055	88980281	-	8227	0
Olfr1214	chr2	88986479	88992653	-	6175	0
Olfr1215	chr2	89000021	89006973	-	6953	0
Olfr1216	chr2	89007563	89018340	-	10778	0
Olfr1217	chr2	89021336	89032065	-	10730	0
Olfr1218	chr2	89052296	89061187	-	8892	0
Olfr1219	chr2	89072241	89083513	-	11273	0
Olfr1220	chr2	89094188	89106835	-	12648	0
Olfr1221	chr2	89109086	89117283	-	8198	0
Olfr1222	chr2	89122885	89133054	-	10170	0
Olfr1223	chr2	89143508	89151560	-	8053	0
Olfr1224-ps1	chr2	89155336	89164091	-	8756	0
Olfr1225	chr2	89168380	89174669	-	6290	0
Gm13761	chr2	89181374	89182180	-	807	0
Olfr1226	chr2	89188839	89200048	-	11210	0
Gm5035	chr2	89210793	89211719	-	927	0
Gm18164	chr2	89218799	89219725	-	927	0
Gm18165	chr2	89226804	89227731	-	928	0
Gm18166	chr2	89234820	89235746	-	927	0
Olfr1227-ps1	chr2	89242846	89243773	-	928	0
Olfr1228	chr2	89247964	89254062	-	6099	0
Olfr1229	chr2	89280476	89288014	-	7539	0
Olfr1230	chr2	89296351	89297268	-	918	0
Olfr1231	chr2	89299786	89307074	-	7289	0
Olfr1232	chr2	89324989	89329675	-	4687	0
Olfr1233	chr2	89333208	89342398	-	9191	0
Olfr1234	chr2	89360013	89364865	-	4853	0
Olfr1235-ps1	chr2	89384882	89390230	-	5349	0
AL929555.1	chr2	89399831	89402363	-	2533	0
Olfr1238	chr2	89401991	89409676	-	7686	0
Olfr1239	chr2	89417030	89420407	-	3378	0
Olfr1240	chr2	89436296	89443000	-	6705	0
Olfr1241	chr2	89481314	89487126	-	5813	0
Olfr1242	chr2	89492380	89498335	-	5956	0
Olfr1243	chr2	89525889	89531487	-	5599	0
Olfr1244-ps1	chr2	89537483	89538165	-	683	0
Olfr1245	chr2	89573406	89578447	-	5042	0
Olfr1246	chr2	89586141	89593157	-	7017	0
Olfr1247	chr2	89604959	89614130	-	9172	0
Olfr1248	chr2	89617168	89618245	-	1078	0
Olfr1249	chr2	89628902	89634983	-	6082	0
Olfr1250	chr2	89653773	89661467	-	7695	0
Olfr1251	chr2	89665870	89671936	-	6067	0
Olfr1252	chr2	89719575	89725012	-	5438	0
Olfr1253	chr2	89749467	89757090	-	7624	0
Olfr1254	chr2	89787325	89793619	-	6295	0
Olfr1255	chr2	89812051	89817860	+	5810	0
Olfr1256	chr2	89825311	89841555	-	16245	0
Olfr48	chr2	89841793	89848205	-	6413	0
Olfr1257	chr2	89878437	89883026	+	4590	0
Olfr1258	chr2	89927309	89936334	+	9026	0
Olfr1259	chr2	89940532	89948664	-	8133	0
Olfr1260	chr2	89974340	89981586	+	7247	0
Olfr1261	chr2	89991221	89996189	+	4969	0
Olfr1262	chr2	90000145	90008291	+	8147	0
Olfr1263	chr2	90012131	90018424	+	6294	0
Olfr1264	chr2	90018526	90025577	-	7052	0
Olfr1265	chr2	90035337	90042214	+	6878	0
Olfr140	chr2	90049380	90063594	-	14215	0
Olfr1266-ps1	chr2	90065815	90065994	-	180	0
Olfr1267-ps1	chr2	90085530	90086459	-	930	0
Olfr1268-ps1	chr2	90109095	90115023	-	5929	0
Olfr1269	chr2	90116187	90121412	-	5226	0
Olfr32	chr2	90136273	90142296	-	6024	0
Olfr1270	chr2	90145255	90153091	-	7837	0
Gm4222	chr2	90148419	90148888	+	470	0
Gm13768	chr2	90174097	90195152	+	21056	0
Olfr1506	chr2	90220178	90224493	-	4316	0
Gm18953	chr2	90239483	90241423	+	1941	0
Olfr142	chr2	90250130	90257592	-	7463	0
Olfr1271	chr2	90260546	90271032	-	10487	0
Olfr1272	chr2	90280263	90292841	-	12579	0
Olfr1273-ps	chr2	90292234	90298714	-	6481	0
Olfr1565	chr2	90322200	90326360	+	4161	0
Gm13767	chr2	90358171	90383161	-	24991	0
Olfr1274	chr2	90398683	90403897	+	5215	0
Ptprj	chr2	90429754	90580647	-	150894	2
4933423P22Rik	chr2	90479236	90488425	+	9190	0
Nup160	chr2	90677215	90736328	+	59114	0
Fnbp4	chr2	90745370	90781021	+	35652	0
Rpl30-ps3	chr2	90747616	90747963	-	348	0
Agbl2	chr2	90782727	90834437	+	51711	0
Gm13772	chr2	90804260	90804576	-	317	0
Mtch2	chr2	90847155	90866810	+	19656	0
C1qtnf4	chr2	90885860	90890525	+	4666	0
Gm32514	chr2	90891773	90893198	-	1426	0
Ndufs3	chr2	90894634	90904827	-	10194	1
Kbtbd4	chr2	90904740	90911626	+	6887	0
Ptpmt1	chr2	90908716	90918258	-	9543	0
Gm17661	chr2	90917643	90917914	+	272	0
Celf1	chr2	90940382	91019497	+	79116	1
Gm13777	chr2	91030778	91031122	-	345	0
Rapsn	chr2	91035620	91045729	+	10110	0
Gm13778	chr2	91044092	91053933	-	9842	0
Psmc3	chr2	91054009	91066369	+	12361	0
Slc39a13	chr2	91061791	91070417	-	8627	0
Spi1	chr2	91082390	91115756	+	33367	1
Mybpc3	chr2	91118144	91136516	+	18373	0
Madd	chr2	91137360	91183837	-	46478	0
Nr1h3	chr2	91184061	91202834	-	18774	0
Gm13783	chr2	91195906	91202778	-	6873	0
Gm23390	chr2	91200162	91200267	+	106	0
Acp2	chr2	91202885	91214098	+	11214	1
Ddb2	chr2	91211572	91236982	-	25411	0
Pacsin3	chr2	91255954	91264679	+	8726	0
Arfgap2	chr2	91264974	91276931	+	11958	0
1110051M20Rik	chr2	91275068	91444704	-	169637	2
Gm13787	chr2	91344022	91344189	-	168	0
Gm22071	chr2	91407054	91407136	-	83	0
Lrp4	chr2	91457511	91513779	+	56269	0
Gm13770	chr2	91523580	91523884	-	305	0
Ckap5	chr2	91526762	91620664	+	93903	2
Snord67	chr2	91596070	91596180	+	111	0
F2	chr2	91625320	91636414	-	11095	0
Gm13771	chr2	91641685	91641922	-	238	0
Zfp408	chr2	91643669	91649791	-	6123	0
Arhgap1	chr2	91649860	91672326	+	22467	0
Atg13	chr2	91674618	91710576	-	35959	0
Harbi1	chr2	91710852	91721545	+	10694	0
Gm13776	chr2	91716159	91717419	-	1261	0
Ambra1	chr2	91730134	91918849	+	188716	1
Gm10805	chr2	91920528	91920928	-	401	0
Chrm4	chr2	91927249	91928688	+	1440	0
Mdk	chr2	91929805	91932297	-	2493	0
Dgkz	chr2	91932824	91975864	-	43041	1
Mir6999	chr2	91944870	91944930	-	61	0
Gm9821	chr2	91945703	91948688	+	2986	0
Creb3l1	chr2	91982328	92024502	-	42175	0
Gm13780	chr2	92043373	92096042	-	52670	0
2900072N19Rik	chr2	92054989	92059369	-	4381	0
Phf21a	chr2	92093117	92364666	+	271550	1
Mir1955	chr2	92191977	92192074	+	98	0
Gm13786	chr2	92233105	92233437	+	333	0
Gm13785	chr2	92312154	92312843	+	690	0
Large2	chr2	92365046	92374869	-	9824	0
Pex16	chr2	92374676	92381217	+	6542	0
1700029I15Rik	chr2	92382538	92385708	+	3171	0
Mapk8ip1	chr2	92383676	92401263	-	17588	0
Mir7000	chr2	92387384	92387446	-	63	0
Cry2	chr2	92403646	92434043	-	30398	0
D930015M05Rik	chr2	92408892	92432308	+	23417	0
Slc35c1	chr2	92452764	92460538	-	7775	0
Gm13814	chr2	92483926	92529809	+	45884	0
Gm13817	chr2	92529694	92540980	-	11287	0
Gm13815	chr2	92561269	92561680	+	412	0
Mir7221	chr2	92592206	92592277	+	72	0
Mir7222	chr2	92594602	92594676	+	75	0
Chst1	chr2	92599707	92615250	+	15544	0
Gm13816	chr2	92742230	92759208	+	16979	0
Gm13791	chr2	92856167	92913663	-	57497	0
Gm13792	chr2	92872887	92873309	-	423	0
Syt13	chr2	92915098	92956058	+	40961	0
Prdm11	chr2	92972018	93046167	-	74150	0
4631405J19Rik	chr2	93027956	93044732	+	16777	0
Gm13802	chr2	93085942	93098244	-	12303	0
Trp53i11	chr2	93187548	93201759	+	14212	0
Tspan18	chr2	93201760	93334505	-	132746	0
Gm23380	chr2	93386727	93386829	-	103	0
Gm13807	chr2	93403547	93417830	+	14284	0
Cd82	chr2	93419111	93463140	-	44030	0
Mir7001	chr2	93421929	93422007	-	79	0
Gm10804	chr2	93452819	93469871	+	17053	0
Alx4	chr2	93642384	93681339	+	38956	0
Ext2	chr2	93661028	93822568	-	161541	0
Gm13818	chr2	93794570	93795080	+	511	0
Accs	chr2	93833467	93849943	-	16477	0
Accsl	chr2	93855361	93869157	-	13797	0
Gm1335	chr2	93940299	93940878	-	580	0
Gm13889	chr2	93955810	93957201	-	1392	0
Gm27027	chr2	93956817	93996354	-	39538	0
Alkbh3os1	chr2	93980034	93983575	+	3542	0
Alkbh3	chr2	93980550	94010807	-	30258	0
Hsd17b12	chr2	94032689	94157964	-	125276	1
Mir670hg	chr2	94160636	94264918	-	104283	0
Gm23630	chr2	94184027	94184130	-	104	0
Mir129-2	chr2	94241364	94241453	-	90	0
Mir129b	chr2	94241378	94241442	+	65	0
Mir670	chr2	94261300	94261399	-	100	0
Ttc17	chr2	94300767	94406689	-	105923	0
Itpa-ps1	chr2	94384502	94385098	-	597	0
2810002D19Rik	chr2	94406151	94411682	+	5532	0
Api5	chr2	94411682	94438136	-	26455	0
Gm44461	chr2	94537987	94538069	-	83	0
Gm13788	chr2	94590821	94591421	-	601	0
Gm24318	chr2	94621958	94622088	+	131	0
Gm13793	chr2	94729014	94730738	-	1725	0
Gm26396	chr2	94792205	94792336	-	132	0
Gm13794	chr2	95394242	95397651	+	3410	0
Gm13798	chr2	95677717	95677855	+	139	0
Gm13797	chr2	95697917	95698036	-	120	0
Gm13799	chr2	95838088	95840594	+	2507	0
Gm37175	chr2	95867926	95887514	+	19589	0
Gm13801	chr2	96133435	96133594	+	160	0
Lrrc4c	chr2	96318169	97631666	+	1313498	13
4930445B16Rik	chr2	96987018	97083561	-	96544	0
Gm17075	chr2	96999624	97000293	+	670	0
Gm17076	chr2	97039912	97041312	+	1401	0
Gm22957	chr2	97117414	97117536	+	123	0
Gm22313	chr2	97237818	97237946	+	129	0
Gm23317	chr2	97272211	97272339	-	129	0
Gm44320	chr2	97626967	97627052	-	86	0
Gm13803	chr2	97949191	97949679	-	489	0
Gm13804	chr2	98291403	98291574	+	172	0
Gm13806	chr2	98601030	98601354	+	325	0
Gm10801	chr2	98662237	98664083	+	1847	0
Gm10800	chr2	98666547	98667301	-	755	1
Gm29235	chr2	99357246	99357729	-	484	0
Gm13809	chr2	99555251	99555878	+	628	0
Gm13808	chr2	100058933	100059116	+	184	0
Gm13811	chr2	100336203	100336458	+	256	0
Gm13813	chr2	100407493	100408279	-	787	0
Gm13812	chr2	100460188	100461534	-	1347	0
Gm13810	chr2	100626697	100628043	-	1347	0
B230118H07Rik	chr2	101560781	101649532	-	88752	0
Gm20693	chr2	101570624	101570834	+	211	0
Rag2	chr2	101624718	101632529	+	7812	0
Rag1	chr2	101638282	101649501	-	11220	0
Traf6	chr2	101678429	101701669	+	23241	0
Prr5l	chr2	101714285	101883027	-	168743	0
Gm13905	chr2	101872175	101883256	+	11082	0
Commd9	chr2	101886247	101901646	+	15400	0
Ldlrad3	chr2	101950203	102186385	-	236183	0
Gm13919	chr2	102039629	102066725	+	27097	0
Gm13920	chr2	102057587	102061430	+	3844	0
Gm13921	chr2	102174290	102174752	+	463	0
Gm13866	chr2	102209412	102210379	-	968	0
Trim44	chr2	102300119	102407828	-	107710	0
Gm13868	chr2	102311914	102312207	-	294	0
Fjx1	chr2	102449366	102452499	-	3134	0
Pamr1	chr2	102550012	102643041	+	93030	0
Slc1a2	chr2	102658659	102790784	+	132126	2
Gm13872	chr2	102737907	102746760	-	8854	0
Cd44	chr2	102811141	102901665	-	90525	5
Gm23731	chr2	102897960	102898066	+	107	0
Pdhx	chr2	103021075	103073513	-	52439	0
Apip	chr2	103073675	103092644	+	18970	0
Gm10038	chr2	103099155	103099601	+	447	0
Gm13874	chr2	103177787	103186681	+	8895	0
Gm13869	chr2	103206209	103210357	-	4149	0
Gm13873	chr2	103232538	103232964	-	427	0
Ehf	chr2	103263433	103303278	-	39846	1
A930006I01Rik	chr2	103338601	103372764	-	34164	0
Gm37220	chr2	103361335	103364738	-	3404	0
BC016548	chr2	103377643	103389044	-	11402	0
Elf5	chr2	103411688	103450989	+	39302	0
Cat	chr2	103453849	103485160	-	31312	0
Gm13996	chr2	103547259	103547688	+	430	0
Abtb2	chr2	103566310	103718423	+	152114	0
Nat10	chr2	103721256	103761270	-	40015	0
Caprin1	chr2	103762941	103797649	-	34709	0
4930547E08Rik	chr2	103804452	103810622	-	6171	0
Gm13878	chr2	103810886	103811617	-	732	0
Gm13880	chr2	103819003	103819476	-	474	0
Gm13877	chr2	103837101	103837517	-	417	0
Gm13875	chr2	103838954	103839235	+	282	0
Gm22757	chr2	103839109	103839204	+	96	0
Gm13879	chr2	103843415	103843656	-	242	0
Gm22761	chr2	103843418	103843513	-	96	0
Gm13876	chr2	103888324	103888584	+	261	0
Gm13881	chr2	103912024	103918960	+	6937	0
Lmo2	chr2	103957986	103981878	+	23893	0
4931422A03Rik	chr2	103966943	104028361	-	61419	0
Fbxo3	chr2	104027721	104063240	+	35520	1
Gm24644	chr2	104040669	104040807	+	139	0
Gm10912	chr2	104065797	104067486	+	1690	0
Gm10799	chr2	104068047	104068550	-	504	0
Cd59b	chr2	104069849	104091187	+	21339	0
Cd59a	chr2	104095801	104115354	+	19554	0
A930018P22Rik	chr2	104122769	104124749	+	1981	0
D430041D05Rik	chr2	104143073	104411013	-	267941	1
Gm22501	chr2	104228112	104228238	-	127	0
Gm13883	chr2	104256672	104275757	+	19086	0
Gm25554	chr2	104289860	104289972	+	113	0
Gm13882	chr2	104291574	104292575	+	1002	0
Hipk3	chr2	104426481	104494446	-	67966	0
Mir1902	chr2	104428861	104428940	-	80	0
Gm13870	chr2	104537437	104538459	+	1023	0
Gm13884	chr2	104556661	104557489	+	829	0
Platr14	chr2	104559163	104571429	+	12267	0
Gm22439	chr2	104578945	104579076	+	132	0
Gm13885	chr2	104583595	104583781	-	187	0
Cstf3	chr2	104590523	104665429	+	74907	0
Tcp11l1	chr2	104657288	104712169	-	54882	0
Pin1rt1	chr2	104713926	104716379	-	2454	0
Depdc7	chr2	104721784	104742878	-	21095	0
Qser1	chr2	104754795	104816760	-	61966	0
Gm13886	chr2	104820179	104821361	+	1183	0
Prrg4	chr2	104830741	104849876	-	19136	0
Ccdc73	chr2	104867805	105017904	+	150100	1
Gm13887	chr2	104875202	104875545	+	344	0
Eif3m	chr2	104999656	105017080	-	17425	0
Gm13888	chr2	105031866	105032287	-	422	0
Wt1os	chr2	105076538	105126510	-	49973	0
Gm11060	chr2	105092018	105093760	+	1743	0
Gm27715	chr2	105121792	105122051	-	260	0
Gm27538	chr2	105122188	105122481	-	294	0
Gm27636	chr2	105123062	105123183	-	122	0
Gm27308	chr2	105125222	105125454	-	233	0
Wt1	chr2	105126529	105173616	+	47088	0
Them7	chr2	105224320	105379796	+	155477	0
Rcn1	chr2	105386291	105399319	-	13029	0
4930527A07Rik	chr2	105476501	105477357	+	857	0
Pax6os1	chr2	105536080	105670330	-	134251	0
Gm13890	chr2	105537093	105537482	-	390	0
Rpl10-ps1	chr2	105554201	105554845	-	645	0
Paupar	chr2	105657862	105661343	-	3482	0
Pax6	chr2	105668900	105697364	+	28465	0
Elp4	chr2	105701027	105904564	-	203538	0
Gm13954	chr2	105708999	105710098	+	1100	0
Immp1l	chr2	105904638	105965558	+	60921	0
Dnajc24	chr2	105966709	106003549	-	36841	0
Gm22002	chr2	105992757	105992881	+	125	0
n-R5s201	chr2	105997032	105997147	+	116	0
Dcdc5	chr2	106003336	106406151	+	402816	0
Gm13992	chr2	106015200	106015355	+	156	0
Gm29053	chr2	106038463	106040496	-	2034	0
Gm14013	chr2	106265307	106265576	+	270	0
Gm14015	chr2	106463823	106523103	-	59281	0
Gm14014	chr2	106574791	106580840	-	6050	0
BB218582	chr2	106642914	106650364	-	7451	0
Mpped2	chr2	106693269	106868356	+	175088	0
Gm22813	chr2;chr2	106809335;106809336	106809458;106809458	+;+	124	0
Gm13901	chr2	106916771	106917238	+	468	0
Gm13902	chr2	106926565	106927169	-	605	0
Arl14ep	chr2	106962527	106974424	-	11898	0
Gm13900	chr2	107000748	107001245	+	498	0
